name,country_name,region_name,star_label,year,address,phone,hours,cuisine,price_text,price_level,lat,lng,description,facilities,image_url,detail_url
기와강,한국,서울,1스타,2026,"강남구 논현로 152길 9, 4층, Seoul, 06025, KOR",+82 2-517-2511,,코리안 컨템퍼러리,,,37.52107,127.02893,"프렌치 요리의 뚜렷한 개성을 지닌 강민철 셰프가 ‘기와강’에서 한식을 주제로 새로운 미식 세계를 펼친다. 익숙한 한식에 프렌치 테크닉과 독창적 감각을 더해 경계가 모호할 수 있는 맛의 조합을 세련되게 풀어낸다. 동치미와 캐비어, 오징어 만두, 간장게장밥과 트러플 등 실험적인 구성도 자연스럽고 조화롭게 이어진다. 늘 정돈된 오픈 키친은 신뢰감 있는 첫인상을 남기며, 세련된 공간, 따뜻한 환대, 섬세한 요리가 어우러진 균형 잡힌 다이닝 경험을 완성한다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/abb421ffd72843f9affa6240646ff2d4.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/giwakang
강민철 레스토랑,한국,서울,1스타,2026,"강남구 도산대로 63길 18, 5층, Seoul, 06064, KOR",+82 2-545-2511,,프렌치 컨템퍼러리,,,37.5249,127.04365,"2025년 새로 이전하면서 대지와 자연, 기암석을 모티브로 한 레스토랑 디자인부터 식기 하나하나까지 세심하게 신경을 썼다. 다양한 식재료와 독창적인 아이디어를 활용해 한국적 또는 동양적으로 해석한 프렌치 메뉴들이 많은데 여행이나 협업 과정에서 영감을 얻은 것들이다. 말린 죽순을 태워 소스를 만든다거나 건표고와 미역을 이용한 육수와 블루베리를 프렌치 요리에 조합하는 식이다. 프렌치 본연의 깊은 맛은 물론 새롭고 변화무쌍한 맛의 조합에도 능하다. 더 밝고 넓어진 공간에서 셰프의 창의적인 요리를 즐겨 보기를 권한다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/c47b1d4366de42a9a1438048bc38711d.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/kang-minchul-restaurant
가겐 바이 최준호,한국,서울,1스타,2026,"강남구 압구정로 80길 19-1, 2층, Seoul, 06015, KOR",+82 2-542-0176,,일식,,,37.52451,127.04523,"‘가겐’이라는 이름은 최현아·원진희 부부의 성에서 각각 ‘아(雅)’와 ‘원(元)’을 따 일본어로 표기한 것으로, 두 셰프는 각각 ‘칸다’와 ‘쿠로기’에서 경력을 쌓았다. 이곳의 요리는 일본식 계절감을 섬세하게 드러내는 것이 특징이며, 쿠로기에서 전수한 소면, 즉석에서 빻아 향을 극대화한 깨 무침, 고사리 전분으로 만든 와라비모치처럼 흔치 않은 구성들이 오감을 즐겁게 한다. 저녁 식사는 모든 손님이 저녁 7시 정시에 시작하며, 각 요리는 눈앞에서 펼쳐지듯 제공되어 장인의 손길을 더욱 깊이 느낄 수 있는 몰입감 있는 경험을 만든다. 셰프의 세심한 설명과 따뜻한 접객 서비스가 더해져 전체 식사의 완성도를 높인다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/e364f31f9b8c45f5b3632580a478c1da.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/gaggen
세븐스도어,한국,서울,1스타,2026,"강남구 학동로 97길 41, 4층, Seoul, 06072, KOR",+82 2-542-3010,,컨템퍼러리,,,37.52237,127.05429,"김대천 셰프의 요리는 시간이 흐를수록 더욱 다양해지고 그 깊이를 더해 간다. 7th Door의 요리에서는 셰프가 지향하는 한식의 방향성을 경험할 수 있다. 그는 한식의 특징인 발효와 숙성을 주제로 삼아 자신만의 노하우와 정성을 담아 요리에 쓰일 재료를 준비한다. 이러한 과정을 거쳐 음식이 고객의 테이블에 오르기까지 김대천 셰프의 집중력과 아이디어가 요리에 재치 있게 녹아들고, 셰프의 이런 재치와 위트가 식사와 식사 사이에 재미를 더한다. 맛의 5가지 표현과 요리의 주제인 발효와 숙성 그리고 셰프의 감각, 이 7가지 테마의 어우러짐은 미식의 즐거움을 기대하게 한다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/7dd83039b94b4d9e91091ed48d46eb4a.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/7th-door
빈호,한국,서울,1스타,2026,"강남구 학동로 43길 38, 논현웰스톤 162호, Seoul, 06059, KOR",+82 10-9677-2302,,컨템퍼러리,,,37.51866,127.03814,"노출형 천장 아래, 날렵한 선이 돋보이는 짙은 톤의 카운터가 오픈 키친을 둘러싸며, 요리가 완성되는 순간을 가까이에서 감상할 수 있는 공간이다. 밝고 경쾌한 음악과 팀의 자연스러운 응대가 어우러져 편안하면서도 세련된 분위기를 만든다. 유수의 레스토랑에서 경력을 쌓은 공동 오너 셰프 전성빈이 이끄는 주방은 한국적 전통을 바탕으로 현대적 기법과 개인적 해석을 더해, 매 시즌 새로운 이야기를 담은 섬세한 맛의 코스를 선보인다. 대담하면서도 미니멀한 미학이 살아 있는, 친구들과 함께하기 좋은 여유로운 다이닝 경험을 제공하며, 보다 깊이 있는 여정을 원하는 이들에게는 세심하게 구성한 와인 페어링을 추천한다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/75bca781f018410db7524caf12b97083.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/vinho
레귬,한국,서울,1스타,2026,"강남구 강남대로 652, 신사 스퀘어 2층, Seoul, 06027, KOR",+82 50-71365-1567,,비건,,,37.51938,127.01932,"오직 채소만으로 품격 있고 매력적인 요리를 만드는 건 결코 쉬운 일이 아니다. 하지만 레귬의 성시우 셰프는 이 어려운 일을 능숙하게 해 내고 있다. 어린 시절부터 채소 식단을 즐겨 채식에 대한 이해가 높았고, 새로운 시각으로 자신만의 채식 요리를 추구한 덕분이다. ‘100% 비건 요리’를 지향하는 레귬은 단순한 한 끼의 채식을 넘어 세련된 채식 다이닝의 스타일을 완성했고, 이를 통해 한국적인 채식의 다양성과 방향성을 보여 준다. 감각적인 모던 퀴진에 셰프의 능숙한 역량이 접목된 채식 기반의 비건 요리는 뚜렷한 정체성을 드러내며 창의적인 맛을 선사한다. 분명한 사실은, 레귬의 비건 요리가 채식주의자만이 아닌 모든 대중의 입맛을 사로잡을 수 있는 요리라는 점이다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/68fe8da17272433690774f11b1dc4110.jpg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/legume
솔밤,한국,서울,1스타,2026,"강남구 학동로 231, 2층, Seoul, 06053, KOR",+82 70-4405-7788,,컨템퍼러리,,,37.516,127.03378,"솔밤에서의 저녁은 은은한 조명 아래 마련된 드로잉룸에서 음료와 스낵으로 시작된다. 이후 오픈 키친이 있는 밝고 널찍한 다이닝 공간으로 안내되며 본격적인 식사가 펼쳐진다. 셰프 오너 엄태준의 풍부한 경력과 섬세한 감각은 제철 재료와 만나 더욱 빛을 발하며, 눈과 입을 모두 만족시키는 독창적인 요리들로 완성된다. 꽃게와 콜리플라워, 전복과 죽순, 달래를 곁들인 한우 등 각 접시는 세련된 연출과 함께 포멀한 서비스 팀에 의해 극적으로 서빙된다. 더욱 풍성한 경험을 원한다면 3잔 또는 7잔 와인 페어링을 추천한다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/721dac6b4c6945e7a5700f6c8efe4ce1.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/solbam
스시 마츠모토,한국,서울,1스타,2026,"강남구 도산대로 75길 24, Seoul, 06015, KOR",+82 2-543-4334,,스시,,,37.52535,127.04573,한국에서 스시 문화가 지금처럼 성장하기까지 많은 셰프들의 노력이 있었다. 특히 마츠모토 미즈호는 정통성을 로컬에서 표현하는 데 일가견이 있는 셰프로 손꼽힌다. 스시 마츠모토는 트렌디함을 추구하기보다 셰프가 일본 본토에서 익힌 스시 요리를 로컬에서 그대로 재현하는 데 많은 노력을 기울이고 있다. 샤리와 네타의 구성과 조합은 물론 손님을 접대하는 자세에서도 그러한 노력을 확인할 수 있다. 인상적인 츠마미 라인과 풍미의 강약이 자연스레 흐르는 니기리의 구성은 여전히 매력적이다.,,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/e6031286fd0b466a90940352176deab7.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/sushi-matsumoto-1195338
윤서울,한국,서울,1스타,2026,"강남구 선릉로 805, Seoul, 06019, KOR",+82 2-336-3323,,한식,,,37.52416,127.03906,"김도윤 셰프 오너는 식재료에 대한 깊은 애정과, 그중에서도 면에 대한 각별한 집착에 가까운 열정을 지닌 인물이다. 그의 레스토랑에서는 운 좋게 예약에 성공한 손님들이 카운터석에 앉아 요리의 진행 과정을 눈앞에서 지켜보며, 숙성·발효·건조 등 다양한 기법을 통해 생선과 육류에 깊이감 있는 풍미와 대비되는 식감을 더하는 과정을 직접 들을 수 있다. 끊임없이 배우고 스스로를 단련하는 셰프의 탐구심과 장인정신이 고스란히 담긴 요리 여정이다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/9960c687386149129f83c9c48ebeaaaf.jpg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/yun
고료리 켄,한국,서울,1스타,2026,"강남구 언주로 152길 15-3, 2층, Seoul, 06021, KOR",+82 2-511-7809,,컨템퍼러리,,,37.52298,127.03478,"요리에 매진하는 셰프의 움직임 하나하나를 지켜볼 수 있는 여덟 석의 한정된 공간. 직접 발로 뛰어 선별한 신선한 재료에 창의적인 아이디어와 현대적인 조리법이 더해진 김건 셰프의 요리에는 고료리 켄이 꾸준히 지향해온 정체성이 담겨 있다. 늘 신선한 양질의 재료를 고객에게 제공하기 위해 모든 재료를 당일 소진한다는 셰프의 원칙에서 신뢰감을 느낄 수 있다. 한결같은 맛과 정성이 손님을 맞는 기본 자세라고 생각하는 김건 셰프, 그의 요리를 즐기기 위해 예약은 필수이다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/3a98ede352474d6c9f84c5f29cbfa276.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/goryori-ken
라미띠에,한국,서울,1스타,2026,"강남구 도산대로 67길 30, 2층, Seoul, 06015, KOR",+82 2-546-9621,,프렌치,,,37.52591,127.04455,"장명식 셰프는 2006년부터 자신감 있게 완성도 높은 프렌치 요리로 손님들을 맞이해 왔다. 햇살이 잘 드는 2층 공간은 아늑하고 편안한 분위기를 자아내며, 세심하게 움직이는 서비스 팀이 전반적인 흐름을 매끄럽게 이끈다. 코스 메뉴는 계절감을 살린 다채로운 구성으로 색감과 담음새가 돋보이며, 식재료 본연의 맛을 살린 정제된 요리가 인상적이다. 한우 안심과 도피누아, 콜리플라워 퓨레의 조합은 그 대표적인 예로, 군더더기 없는 깔끔한 조리법이 식재료의 순수한 풍미를 고스란히 드러낸다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/86b6a364fcab4bdbb4d664a003b67eb9.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/l-amitie
비채나,한국,서울,1스타,2026,"송파구 올림픽로 300, 롯데월드 타워 81층, Seoul, 05551, KOR",+82 2-3213-1261,,한식,,,37.5126,127.10253,"단아한 한식 다이닝의 비채나. 이곳의 차별화된 맛은 시간과 정성이 깃든 장과 김치 등 가장 기본적인 것에서부터 시작된다. 한식의 강점인 다양한 양념과 고유 향신료를 활용하여 한식 본질의 정체성을 나타내는 요리를 선보인다. 특히 그 요리를 단순화시키고 세련되게 소개하는 셰프의 노력이 빛을 발하는 장소이다. 단순히 비주얼 만이 아름다운 것이 아닌, 맛 마저 아름다운 장소에서 서울의 아름다운 전경도 함께 즐겨보시길 바란다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/c59b265dc7c74453a21a163a4eecbfe7.jpg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/bicena
이스트,한국,서울,1스타,2026,"강남구 언주로 170길 26-6, 3층, Seoul, 06017, KOR",+82 70-8855-0470,,컨템퍼러리,,,37.5263,127.03556,"다양한 해석이 가능한 레스토랑의 이름처럼 요리의 다양성을 다채롭게 표현하는 레스토랑이다. 이스트의 조영동 셰프는 기존의 요리들을 자신만의 방식으로 재해석 하여 고객에게 즐거움을 선사한다. 조 셰프는 국내에서 흔히 볼 수 없는 재료를 조합해 요리의 맛을 새롭게 표현하기 위해 정성을 쏟는다. 카야 토스트를 모티브로 한 아뮤즈 부쉬(amuse bouche)는 물론, 한국의 갈비 요리를 다양한 버전으로 소개한 갈비 스톤 역시 익숙함 속에서 새로움을 추구하는 방식으로 고객에게 즐거움을 주는 요리들이다. 이처럼 새로움 이라는 컨셉을 중시하지만 요리 본연의 가치인 맛도 놓치지 않았다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/1a66d233bab44f04a2144108369ffda6.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/y-east
제로 컴플렉스,한국,서울,1스타,2026,"용산구 서빙고로 59길 11-8, Seoul, 04384, KOR",+82 2-532-0876,,이노베이티브,,,37.52079,126.99285,"서울 한복판의 조용한 주택가, 예상치 못한 곳에 위치한 동빙고동으로 장소를 옮기며 세 번째 시즌으로 돌아온 제로 콤플렉스. 10년 이상의 시간과 함축된 경험을 바탕으로 이번에는 한국 셰프가 하는 양식- 코리안 프렌치를 선보인다. 자주 접하는 한식에서 영감을 받아 프랑스 식으로 풀어낸 그의 디시는 여전히 창의적이며 간결하다. 새로 시작하는 그들의 3막이 궁금하다면 경험해 보시길.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/e0b23a21fa094361b84bc9b1e9515b23.jpg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/zero-complex
레스토랑 산,한국,서울,1스타,2026,"강남구 언주로 168길 6, 지하1층, Seoul, 06020, KOR",+82-2-540-1729,,이노베이티브,,,37.52631,127.03391,"조승현 셰프의 레스토랑 ‘산(SAN)’은 모던 퀴진의 바탕 위에 창의적 감각을 더한 요리를 선보인다. 제철 식재료의 맛을 살리면서도 소스와의 조화를 통해 복합미와 절제미를 균형 있게 구현하는가 하면, 랍스터 젓갈이나 참외 동치미 등 한식 스타일의 요리에서는 형식에 얽매이지 않는 상상력이 느껴진다. 밀면과 돼지국밥 역시 한식의 풍미를 진하게 드러내면서도 셰프만의 해석이 돋보이는 요리이다. 나이테 디자인과 산봉우리 모양 천장이 어우러진 공간은 지하임에도 숲속에 있는 듯한 개방감을 주고, 은은한 조명과 절제된 서비스, 소믈리에의 와인 페어링이 차분한 미식 경험을 선사한다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/71453e26b4344e80ae150533e1672ec9.jpg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/san
에스콘디도,한국,서울,1스타,2026,"용산구 한남대로 20길 61-7, 지하 1층, Seoul, 04419, KOR",+82 2-2038-8994,,멕시칸,,,37.53517,127.01046,진우범 셰프의 에스콘디도는 멕시칸 퀴진에 대한 셰프의 열정을 제대로 느낄 수 있는 곳이다. 진 셰프는 멕시칸 요리에 매료되어 멕시코로 건너갔고 요리와 문화를 배우며 차곡차곡 실력을 쌓았다. 그는 에스콘디도에서 정통 멕시칸 요리를 바탕으로 자신만의 스타일을 추구한다. 또한 어떤 요리이든 기본이 되는 토르티야와 몰레의 특성을 잘 살림으로써 미묘한 맛의 차이를 느끼게 한다. 에스콘디도의 요리와 함께 테킬라와 메즈칼 페어링이나 칵테일 페어링을 곁들이면 더욱 깊이 있는 맛을 느낄 수 있으니 꼭 경험해 보시기를 추천한다.,,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/64dfd221d68249e69b2c574f31166cd8.jpg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/escondido
소설한남,한국,서울,1스타,2026,"용산구 한남대로 20길 21-18, 지하 1층, Seoul, 04419, KOR",+82 2-797-5995,,한식,,,37.53528,127.00914,"한 편의 소설(小說) 같은 한식. ‘서울의 현 시대를 반영한 한식(SO SEOUL)’이라는 중의적 의미를 갖고 있는 '소설한남'은 소박하고 정갈한 한식을 현대적으로 재해석하는 곳이다. 맛의 조화가 곧 한식의 매력이라고 생각한다는 셰프는 한국인에게 너무 익숙하기 때문에 감동적인 식사를 제공하기 어려울 수 있는 무침, 지짐, 찜 등의 요리를 친숙한 재료를 활용해 만들어 낸다. 다시마 부각과 청국장, 곰취와 묵은지를 곁들여 먹는 생선회를 비롯해 숯불구이 주꾸미와 닭 요리도 별미이다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/e9d0a7c2d3464d7ca1e9c4353aaced74.jpg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/soseoul-hannam
뛰뚜아멍,한국,서울,1스타,2026,"성동구 광나루로 11길 20, Seoul, 04801, KOR",+82 2-499-9056,,프렌치,,,37.54969,127.0666,"'뛰뚜아멍(Tutoiement)'은 '말 놓기', '반말'이라는 뜻이다. 격식을 차리기보다 요리를 매개로 편안하게 고객과 소통하겠다는 김도현 셰프의 의도가 담긴 공간이다. 그래서인지 이곳에서는 식사하는 내내 차분한 분위기와 따뜻한 서비스를 경험하며 편안하게 다이닝을 즐길 수 있다. 흥미로운 사실은, 소탈함을 지향하는 셰프의 바람과 달리 디테일의 완성도가 뛰어난 세련된 프렌치 퀴진이 후각과 미각을 자극해 요리에 집중하게 만든다는 점이다. 요리를 통해 표현하고자 하는 식재료의 세밀한 맛과 질감, 풍미를 살리면서 소스와의 어우러짐을 감안한 배치와 조합이 매력적이다. 셰프는 자신이 쌓아온 요리 경력이 누군가를 오마주하거나 흉내 내기 위한 것이 아니라는 점을 뛰뚜아멍에서 증명하면서 오래 기억되는 맛의 여운을 제공하고 있다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/1bf16a1777294806a3f73dafd30317eb.jpg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/tutoiement
라망 시크레,한국,서울,1스타,2026,"중구 퇴계로 67, 레스케이프 호텔 26층, Seoul, 04529, KOR",+82 2-317-4003,,컨템퍼러리,,,37.55983,126.97949,"'‘비밀스러운 연인'을 뜻하는 ‘라망 시크레’. 레스케이프 호텔 26층에 자리 잡고 있는 이곳은 그 이름처럼 비밀스러운 분위기의 공간에 세련된 인테리어로 손님들을 맞는다. 미국에서 오랜 경력을 쌓고 돌아온 손종원 셰프는 '한국 스타일의 제철 재료를 이용한 양식'을 현대적으로 풀어 낸다. 한국의 다양한 식재료를 서양 요리의 테크닉과 접목시켜 만들어 내는 음식은 신선하면서도 사뭇 익숙하게 다가온다. ‘라망 시크레’에서는, 좋은 재료와 그 재료를 공급하는 생산자의 마음이 주방을 거쳐 손님에게 전달되는 소통 과정을 중시하는 셰프의 마음을 느낄 수 있다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/cc39c9cc75ac4b01a24bbcb5b8ffc01b.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/l-amant-secret
소울,한국,서울,1스타,2026,"용산구 신흥로 26길 35, 지하 1층, Seoul, 04337, KOR",+82 2-318-7685,,컨템퍼러리,,,37.54533,126.98443,"근대 서울의 흔적이 아직 남아 있는 해방촌에서 감각적인 파인 다이닝에 도전한 윤대현 셰프와 김희은 셰프의 소울. 이곳은 현대 한국에서 접할 수 있는 여러 식문화와 재료, 그리고 일상에서 접할 수 있는 익숙한 맛을 감각적으로 풀어낸 요리를 선보인다. 레스토랑 이름에는 여러 의미가 함축되어 있지만 그 이름처럼 소울이 담긴 요리를 전하고자 하는 셰프의 마음이 모든 음식에서 느껴진다. 윤 셰프는 자신의 반려자이자 동료인 김희은 셰프와 함께 건물 내부에 다양한 공간을 구성함으로써 여러 스타일의 다이닝을 즐길 수 있게 했다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/6bdba90bd4124846b68c010849fc8e74.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/soul-dining
기가스,한국,서울,1스타,2026,"중구 퇴계로 6가길 30, 3층, Seoul, 04635, KOR",+82 2-3448-9929,,지중해식,,,37.55696,126.97809,"기가스는 자연과 계절의 향이 살아 있는 신선한 채소와 허브로 매력적인 지중해 요리를 선보인다. 모든 재료는 40km 떨어진 가족 농장에서 공급받고 있다. 기가스는 신선한 재료를 농장에서 바로 식탁에 올리는 '팜투테이블(farm-to-table)'을 서울이라는 대도시 안에서 차근차근 실천해 가고 있다. 정하완 셰프는 친자연적 식재료를 활용하여 기가스만의 지중해 퀴진을 추구한다. 정통 지중해 레시피에 셰프의 개성을 더한 요리가 색다른 완성도와 방향성을 느끼게 한다. 돌과 나무로 꾸민, 자연 친화적 다이닝 공간에서 자연이 주는 식재료의 매력을 느낄 수 있는 곳이다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/0549a0b5b28d4c8b94d3f11394e5001c.jpg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/gigas
유 유안,한국,서울,1스타,2026,"종로구 새문안로 97, 포시즌스 호텔 11층, Seoul, 03183, KOR",+82 2-6388-5500,,중식,,,37.57049,126.97545,"포시즌스 호텔에 자리한 이 세련되고 안락한 중국 레스토랑에 들어서면, 많은 손님들이 즐겨 찾는 북경오리 캐비닛이 먼저 시선을 사로잡는다. 메뉴는 광둥 요리를 중심으로 구성되어 있으며, 점심 시간 딤섬은 늘 인기 만점이고 선택의 폭도 넓다. 그 외에도 중국 각 지역의 특색 있는 요리들을 만나볼 수 있는데, 특히 생강을 곁들여 웍에 볶아낸 횡성 한우 요리는 꼭 눈여겨볼 만한 시그니처 메뉴다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/5fa2110a2cd34151ac9d1d3791f1b374.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/yu-yuan
온지음,한국,서울,1스타,2026,"종로구 효자로 49, 4층, Seoul, 03043, KOR",+82 2-6952-0024,,한식,,,37.58048,126.97345,"경복궁 돌담길이 가진 전통미와 '온지음'이 위치한 주택가의 현대미가 길 하나를 사이에 두고 조화롭게 공존한다. 레스토랑 내부에서 확인할 수 있는 한국의 전통 의식주 양식 역시 모던한 외관과 대조를 이루며 과거와 현재가 공존하고 있음을 느끼게 한다. 조선 왕조 궁중 음식 이수자 조은희, 박성배 셰프, 그리고 이들이 이끄는 젊은 팀원들이 한식의 깊은 뿌리를 지키되, 오늘의 변화된 식생활, 재료, 조리기술 등을 고려하여 재해석한 전통 한식 메뉴를 선보이며, 오랜 연구 끝에 탄생한 아름다운 음식을 통해 감동을 얻을 수 있는 곳이다. 카운터석에 앉아 주방의 생생한 움직임을 감상해 보는 것도 좋겠다. 또한 섬세하게 구성된 페어링 음료와 함께한다면 더욱 완성도 높은 식사 경험이 될 것이다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/3736579f7a9949b4a47834df583bb065.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/onjium
레스토랑 주은,한국,서울,1스타,2026,"서울 종로구 경희궁길 36, 경희당 8층, Seoul, 03175, KOR",+82 2-540-8580,,한식,,,37.57276,126.96991,"한국의 계절과 절기를 품은 전통 한식을 셰프만의 방식으로 해석한 레스토랑이다. 요리에는 최신 유행이나 과한 장식 대신 클래식한 품격이 은은히 묻어난다. 코스 요리에 쓰인 다양한 장류가 식재료 본연의 맛과 발효의 풍미를 자연스럽게 이어 준다. 계절마다 달라지는 코스의 맛을 즐길 수 있어 주기적으로 방문할 가치가 있다. 코스 요리는 맛의 기승전결이 돋보이도록 구성되어 있고, 메인으로 나오는 한상 요리에서는 정통 한식의 다양한 맛이 돋보인다. 내부 공간 역시 도기 작가의 기물과 한국풍 미디어 아트가 어우러져 세련미와 전통미를 자아낸다. 엄선된 전통주와 와인 페어링도 요리를 빛나게 하는 요소이니 함께 즐겨 볼 것을 권한다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/a2aa82e68f6146d5b0bd455eca0bfa15.jpg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/restaurant-jueun
송헌집,한국,서울,1스타,2026,"수영구 민락로 19번길 18, Busan, 48285, KOR",+82 51-711-4648,,한식,,,35.15654,129.12146,전통주와 함께 즐기는 한식 요리부터 국수 요리까지 한식의 다양한 스펙트럼을 부산에서 선보여 온 송헌집. 셰프가 새로 문을 연 떡갈비 한상차림 식당이다. 그윽한 숯향과 풍부한 육즙의 두툼한 떡갈비는 따뜻한 밥 한 숟가락과 멋지게 어울린다. 떡갈비 백반답게 상을 가득 채운 맛깔스런 반찬과 바특한 된장찌개 역시 떡갈비 못지않은 맛을 자랑한다. 작은 마당이 딸린 이층 주택을 개조한 식당은 1990년대 가정집의 아늑한 분위기를 자아낸다.,,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/3e953e7c4949462196becd3a2ed0825c.jpeg?width=1000,https://guide.michelin.com/kr/ko/busan-region/busan_1025838/restaurant/songheonjip
묵정,한국,서울,1스타,2026,"중구 퇴계로48길 17, Seoul, 04619, KOR",+82 10-8350-6743,,한식,,,37.56181,127.00053,"한국계 미국인 셰프 오스틴 강이 운영하는 곳이다. 음식이 곧 약이라는 한식의 철학에 매료되어 ‘한국식 발효 음식’을 표방하며 발효 식품과 장을 직접 만들어 사용한다. 전통 한식을 제공하지만 비주얼은 캐주얼하고 현대적이다. 표고버섯 새우전은 밀가루 없이 버섯 위에 다진 새우살을 올린 후 직접 만든 멸치젓을 넣은 아이올리 소스와 함께 제공된다. 천천히 익히는 메인 음식인 닭고기는 식감이 부드럽고 로즈마리와 레몬, 오렌지를 넣어 깊은 향이 밴 찹쌀밥은 직접 만든 반찬과 잘 어우러진다. 메인 요리와 함께 나오는 각종 수제 장아찌와 김치는 풍부한 발효의 맛과 깊고 다채로운 풍미가 동시에 느껴진다. 메인 요리는 준비 시간 때문에 하루 전에 미리 선택해야 한다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/d746f529d4bf47aab6c054bb20c9d87e.jpeg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/mukjung
소넷,한국,서울,1스타,2026,"강남구 선릉로 157길 33, 3층, Seoul, 06018, KOR",+82 2-6953-5999,,프렌치 컨템퍼러리,,,37.52628,127.03704,"프렌치 음식을 기반으로 한 캐주얼 다이닝을 선보이는 소넷. 커다란 바 테이블이 주방을 감싸고 있는 구조로 셰프들이 조리하는 모습을 직접 보면서 음식을 즐길 수 있다. 다양한 한입 거리 음식부터 분자 요리법을 적용한 디저트까지 갖가지 비주얼과 맛을 경험해 볼 수 있다. 닭 간 무스를 넣은 코코아 롤에 트러플과 라즈베리 잼을 함께 서빙하는 디시는 두 가지 맛과 풍미를 느낄 수 있고, 직접 만든 메밀 파스타와 신선한 조개, 캐비어를 넣은 파스타에서 깊고 진한 맛과 짙은 메밀 향을 느낄 수 있다. ‘소넷’은 프랑스어로 짧은 노래를 뜻하는데 작은 요리로 구성된 코스를 선보이는 이곳에 딱 맞는 이름이다.",,https://axwwgrkdco.cloudimg.io/v7/__gmpics3__/7801dcd17d7d4b84abfef258fa906cde.jpg?width=1000,https://guide.michelin.com/kr/ko/seoul-capital-area/kr-seoul/restaurant/sonnet-1241886
